jid,jname,jci
3620,巽之晋,百足俱行，相辅为强。三圣翼事，王室宠光。
3621,巽之明夷,典册法书，藏阁兰台。虽遭溃乱，独不遇灾。
3622,巽之家人,西诛不服，恃强负力。倍道趋敌，师徒败覆。
3623,巽之睽,春阳生草，夏长条。万物蕃滋，充宝益有。
3624,巽之蹇,磝硗秃白，不生黍稷。无以供祭，祇灵乏祀。
3625,巽之解,牵衣涉河，水深渍罢。幸赖舟子，济脱无他。
3626,巽之损,宜行贾市，所求必倍。载喜抱子，与利为友。
3627,巽之益,兄征东夷，弟伐辽西。大克胜还，封居河间。
3628,巽之夬,初虽惊惶，后乃无伤。受其福庆，相孝为王。
3629,巽之姤,随风乘龙，与利相逢。田获三倍，商旅有功。憧憧之邑，长安无他。
3630,巽之萃,鱼扰水浊，寇围吾邑。城危不安，惊恐狂惑。
3631,巽之升,虽塞复通，履危不凶，保其明功。
3632,巽之困,坤厚地德，庶物蕃息。平康正直，以绥大福。
3633,巽之井,山水暴怒，坏梁折柱。稽难行旋，留连愁苦。
3634,巽之革,使燕筑室，身不庇宿。家无聊赖，瀸我衣服。
3635,巽之鼎,矢石所射，襄公剧。吴子巢门，伤病不治。
3636,巽之震,日月运行，一寒一暑。荣宠赫赫，不可得保。颠颠坠坠，更为士伍。
3637,巽之艮,宫门悲鸣，臣围其君，不得东西。
3638,巽之渐,戴盆望天，不见星辰。顾小失大，福逃墙外。
3639,巽之归妹,天之所明，祸不遇家。反目相逐，终得知美。
3640,巽之丰,天阴霖雨，涂行泥潦。商人休止，市无所有。
3641,巽之旅,嘉门福喜，增累盛炽。日就有德，宜其家国。
3642,巽之兑,南山之阳，华叶将将。嘉乐君子，为国宠光。
3643,巽之涣,画龙头颈，文章未成。甘言美语，诡辞无名。
3644,巽之节,婴儿孩子，未有知识。彼童而角，乱我政事。
3645,巽之中孚,阴作大姧，欲君勿言。鸿鹄利口，发其祸端。荆季怀忧，张伯被患。
3646,巽之小过,德之流行，利之四乡。雨师洒道，风伯逐殃。巡狩封禅，以告成功。
3647,巽之既济,禹将为君，装入昆仑。稍进阳光，登见温汤，功德昭明。
3648,巽之未济,五岳四渎，含润为德。行不失理，民赖恩福。
3649,兑之兑,班马还师，以息劳疲。役夫嘉喜，入户见妻。
3650,兑之乾,践履危难，脱厄去患。入福喜门，见诲大君。
3651,兑之坤,子鉏执麟，春秋作经。元圣将终，尼父悲心。
3652,兑之屯,夹河为婚，期至无船。摇心失望，不见所欢。
3653,兑之蒙,天孙帝子，与日月处。光荣于世，福禄祉祉。
3654,兑之需,三羊争雌，相随奔驰。终日不食，精气劳疲。
3655,兑之讼,禹召诸侯，会稽南山。执玉万国，天下康安。
3656,兑之师,早霜晚雪，伤我禾麦。损功弃力，饥无所食。
3657,兑之比,嵩融持，杜伯荷弩。降观下国，诛逐无道。夏商之季，失福逃走。
3658,兑之小畜,生有圣德，上配太极。皇灵建中，受我以福。
3659,兑之履,下田陆黍，万华生齿。大雨霖集，波病溃腐。
3660,兑之泰,子畏于匡，困厄陈蔡。明德不危，竟得免害。
3661,兑之否,有两赤鹞，从五隼噪。操矢无筈，趋释尔射。扶伏听命，不敢动摇。
3662,兑之同人,当得自知，不逢凶灾。衰者复兴，终无祸来。
3663,兑之大有,朽根刖树，华叶落去。卒逢火焱，随风僵仆。
3664,兑之谦,葛生衍蔓，絺绤为愿。家道笃厚，父兄悦喜。
3665,兑之豫,东行求玉，反得弊石。名曰无直，字曰丑恶，众所贱薄。
3666,兑之随,瞻白用弦，驽孱恐怯。任力堕劣，如猬见鹊。偃视恐伏，不敢拒格。
3667,兑之蛊,疮痍多病，宋公危殆。吴子巢门，陨命失所。
3668,兑之临,东山西岳，会合俱食。百喜送从，以成恩福。
3669,兑之观,舞非其处，失节多悔，不合我意。
3670,兑之噬嗑,南循汝水，伐树斩枝。过时不遇，惄如周饥。
3671,兑之贲,公孙驾骊，载游东齐。延陵说产，遗季纻衣。
3672,兑之剥,乘舆八百，以明文德。践土葵丘，齐晋受福。
3673,兑之复,雄处弱水，雌在海滨。别离将食，悲哀于心。
3674,兑之无妄,结网得鲜，受福安坐，终无患祸。
3675,兑之大畜,秋南春北，随时休息。处和履中，安无忧凶。
3676,兑之颐,启户开门，巡狩释冤。夏台羑里，汤文悦喜。
3677,兑之大过,符左契右，相与合齿。乾坤利贞，乳生六子。长大成就，风言如母。
3678,兑之坎,饥蚕作室，丝多乱绪，端不可得。
3679,兑之离,东壁余光，数暗不明。主母嫉妬，乱我事业。
3680,兑之咸,白茅缩酒，灵巫拜祷。神嗜饮食，使君寿考。
3681,兑之恒,范公陶朱，巧贾货资。东之营丘，易字子皮。抱珠载金，多得利归。
3682,兑之遯,三羖五牂，相随俱行。迷入空泽，循谷直北。经涉六驳，为所伤贼。
3683,兑之大壮,雄鹄延颈，欲飞入关。雨师洒道，瀸我袍裘。车重难迁，侍者稽首。
3684,兑之晋,中年蒙庆，今岁受福。必有所得，荣宠受禄。
3685,兑之明夷,禄如周公，建国洛东，父子俱封。
3686,兑之家人,安床厚褥，不得久宿。弃我嘉，困于东国。投杼之忧，不成灾福。
3687,兑之睽,蓄积有余，粪土不居。
3688,兑之蹇,心愿所喜，乃今逢时。得我利福，不离兵革。
3689,兑之解,目不可合，忧来搔足。怵惕危惧，去其邦族。
3690,兑之损,福德之土，欢悦日喜。夷吾相桓，三归为臣，赏流子孙。
3691,兑之益,夏姬附耳，心听悦喜，利以博取。
3692,兑之夬,叔迎伯兄，遇巷在阳。君子季姬，并坐鼓簧。
3693,兑之姤,徙巢去家，南遇白乌。东西受福，与喜相得。
3694,兑之萃,舜登大禹，石夷之野。征诣王庭，拜治水土。
3695,兑之升,江河淮海，天之都市。商人受福，国家富有。
3696,兑之困,隐隐填填，火烧山根。不润我邻，独不蒙恩。
3697,兑之井,闇昧不明，耳聋不聪。陷入深渊，灭顶忧凶。
3698,兑之革,鸟鸣喈喈，天火降下。燔我馆舍，灾及妃后。
3699,兑之鼎,十鸡百雏，常与母俱。抱鸡捕虎，谁肯为侣。
3700,兑之震,营城洛邑，周公所作。世建三十，年厯八百。福佑盘结，坚固不落。
3701,兑之艮,三人俱行，别离将食。一身五心，反复迷惑。
3702,兑之渐,三虎搏狼，力不相当。如鹰格雉，一击破亡。
3703,兑之归妹,养虎畜狼，还自贼伤。无事招祸，自取灾殃。
3704,兑之丰,后时失利，不得所欲。
3705,兑之旅,雉兔之东，以野为场。见鹰惊走，死于谷口。
3706,兑之巽,秋蛇向穴，不失其节。夫人姜氏，自齐复入。
3707,兑之涣,鸟鸣葭端，一呼三颠。摇动东西，危魂不安。
3708,兑之节,命夭不遂，死多鬼祟。妻子啼喑，早失其雄。
3709,兑之中孚,茆屋结席，崇我文德。三辰旗旗，家受其福。
3710,兑之小过,罗网四张，鸟无所翔。征伐困极，饥穷不食。
3711,兑之既济,天成地安，积石为山。润洽万里，人赖其欢。
3712,兑之未济,铜人铁柱，暴露劳苦。终月卒岁，无有休止。
3713,涣之涣,望幸不到，文章未就。王子逐兔，犬踦不得。
3714,涣之乾,猋风阻越，车驰揭揭。弃古追思，失其和节，忧心惙惙。
3715,涣之坤,蛇得泽草，不忧危殆。
3716,涣之屯,两犬争鬬，股疮无处。不成仇雠，行解却去。
3717,涣之蒙,因祸受福，喜盈其室，求事皆得。
3718,涣之需,江有宝珠，海多大鱼。亟行疾去，可以得财。
3719,涣之讼,三牛生狗，以戌为母。荆夷上侵，姬伯出走。
3720,涣之师,安息康居，异国穹庐。非君习俗，使伯忧惑。
3721,涣之比,行触天罡，马死车伤。身无聊赖，困穷乏粮。
3722,涣之小畜,裸裎逐狐，为人观笑。牝鸡司晨，主母乱门。
3723,涣之履,为季求妇，家在东海。水长无船，不见所欢。
3724,涣之泰,男女合室，二姓同食。婚姻孔云，宜我多孙。乾男坤女，
3725,涣之否,太微帝室，黄帝所直。藩屏周卫，不可得入。常安长在，终无祸患。
3726,涣之同人,赍金观市，欲买骝子。猾偷窃发，盗我黄宝。
3727,涣之大有,三人俱行，欲归故乡。望邑入门，拜见家亲。
3728,涣之谦,娶于姜吕，驾迎新妇。少齐在门，夫子悦喜。
3729,涣之豫,伯仲旅行，南求大牂。长孟病足，倩季负粮。柳下之宝，不失我邦。
3730,涣之随,洁身白齿，衰老复起。多孙众子，宜利姑舅。
3731,涣之蛊,独宿憎夜，嫫母畏昼。平王逐建，荆子忧惧。
3732,涣之临,追亡逐北，至山而得。稚叔相呼，反其室庐。
3733,涣之观,鸟飞无翼，兔走折足。虽欲会同，未见其功。
3734,涣之噬嗑,抱空握虗，鸮惊我雏，利去不来。
3735,涣之贲,山作大池，陆地为海。
3736,涣之剥,为虎所囓，泰山之阳。众多从者，莫敢救藏。
3737,涣之复,逶迤四牡，思归念母。王事靡盬，不得安处。
3738,涣之无妄,狝猴所言，语无成全。误我白马，使乾口来。
3739,涣之大畜,飞不远去，卑斯内侍，禄养丰富。
3740,涣之颐,大尾细要，重不可摇。阴权制国，平子逐昭。
3741,涣之大过,旦生夕死，名曰婴鬼，不可得祀。
3742,涣之坎,子畏于匡，困于陈蔡。明德不危，竟免厄害。
3743,涣之离,畏昏潜处，候时昭朗。卒逢白日，为世荣主。
3744,涣之咸,白鸟衔铒，鸣呼其子。旋枝张翅，来从其母。
3745,涣之恒,宫商角征，五音和起。君臣父子，弟顺有序。唐虞龙德，国无灾咎。
3746,涣之遯,季姬踟蹰，望孟城隅。终日至暮，不见齐候。
3747,涣之大壮,鬼哭于社，悲商无后。甲子昧爽，殷人绝祀。
3748,涣之晋,天之所予，福禄常在，不忧危殆。
3749,涣之明夷,比目四翼，相恃为福。姜氏季女，与君合德。
3750,涣之家人,翕翕，稍崩堕颠。灭其令名，长没不全。
3751,涣之睽,折若蔽目，不见稚叔。三足孤乌，远去家室。
3752,涣之蹇,羊肠九萦，相推稍前。止须王孙，乃能上天。
3753,涣之解,坤厚地德，蔗物蕃息。平康正直，以绥大福。
3754,涣之损,有莘外野，不逢尧主。复归穷处，心劳志苦。
3755,涣之益,咠长景行，来观柘桑。土伯有喜，都叔允藏。
3756,涣之夬,周师伐纣，战于牧野。甲子平旦，天下大喜。
3757,涣之姤,踰江求橘，并得大栗。烹羊食豕，饮酒歌笑。
3758,涣之萃,敝笱在梁，鲂逸不禁。渔父劳苦，焦喉乾口，虚空无有。
3759,涣之升,生有阴孽，制家非阳。逐送还床，张氏易公。忧祸重凶。
3760,涣之困,绝域异路，多有畏恶。使我惊惧，思吾故处。
3761,涣之井,迷行失道，不得牛马。百贾逃亡，市空无有。
3762,涣之革,雌鷟生雏，神异兴起。乘云龙腾，民戴为父。
3763,涣之鼎,叠叠累累，如岐之室。畜一息十，古公治邑。
3764,涣之震,疮疡疥瘙，孝妇不省。君多疣赘，四牧作去。
3765,涣之艮,羊头兔足，羸瘦少肉。漏囊败栗，利无所得。
3766,涣之渐,孽蔑徙靡，空无谁是。言季不明，乐减少解。
3767,涣之归妹,妹为貌慹，败君正色。作事不成，自为心贼。
3768,涣之丰,四马共辕，东上太山。骍骊同力，无有重难，与君笑言。
3769,涣之旅,阴变为阳，女化作男。治道得通，君臣相承。
3770,涣之巽,南国少子，材略美好。求我长女，贱薄不与。反得丑恶，后乃大悔。
3771,涣之兑,昭公失常，季氏悖狂。逊齐处野，丧其宠光。
3772,涣之饰,文山紫芝，雍梁朱草。生长和气，王以为宝。公尸侑食，福禄来处。
3773,涣之中孚,牵羊不前，与心戾旋。闻言不信，误绐丈人。
3774,涣之小过,东山西山，各自止安。心虽相望，竟未同堂。
3775,涣之既济,鹿求其子，虎庐之里。唐伯李耳，贪不我许。
3776,涣之未济,三虎上山，更相喧唤。心志不亲，如仇与怨。
3777,节之节,海为水王，聪圣且明。百流归德，无有叛逆，常饶优足。
3778,节之乾,虎豹怒咆，慎戒外忧。上下俱搔，士民无聊。
3779,节之坤,探穴得雏，鸠鹊俱来，使我心忧。
3780,节之屯,日望一食，常恐不足，禄命寡薄。
3781,节之蒙,良马疾走，千里一宿。逃难它乡，谁能追复。
3782,节之需,鹊巢鸠成，上下不亲。外内乖畔，子走失愿。
3783,节之讼,云龙集会，征讨西戎。招边定众，谁敢当锋。
3784,节之师,春多膏泽，夏润优渥。稼穑成熟，亩获百斛。
3785,节之比,僮妾独宿，长女未室，利无所得。
3786,节之小畜,四野不安，东西为患。退身止足，无出邦域。乃得全完，赖其生福。
3787,节之履,长宁履福，安我百国。嘉宾上堂，与季同床。
3788,节之泰,骐骥绿耳，章明造父。伯夙奏献，衰续厥绪。佐文成霸，为晋元辅。
3789,节之否,张陈嘉谟，赞成汉都。主欢民喜，其乐休休。
3790,节之同人,大面长头，来解君忧。
3791,节之大有,畏昏不行，待旦昭明。燎猎受福，老赖其庆。
3792,节之谦,伯去我东，首髪如蓬。长夜不寐，辗转空床。内怀惆怅，忧摧肝肠。
3793,节之豫,朽条腐索，不堪施用。安静候时，以待亲知。
3794,节之随,比目四翼，相倚为福。姜氏季女，与君合德。
3795,节之蛊,履阶升墀，高登崔嵬。福禄洋溢，依天之威。
3796,节之临,奢淫吝啬，神所不福。灵祇凭怒，鬼瞰其室。
3797,节之观,大步上车，南到喜家。送我狐裘，与福载来。
3798,节之噬嗑,南行西步，失次后舍。
3799,节之贲,喜乐踊跃，来迎名家。鹊巢百两，以成嘉福。
3800,节之剥,非理所求，谁敢相与。往来不获，徒劳道路。
3801,节之复,北虏匈奴，数侵边境。左衽为长，国犹未庆。
3802,节之无妄,狂不以理，伐乃无名。纵获臣子，伯功不成。
3803,节之大畜,景星照堂，麟游凤翔。仁施大行，颂声作兴。
3804,节之颐,文明之世，销锋铸耜。以道顺民，百王不易。
3805,节之大过,鸟飞无羽，鸡鬬折距。徒自长嗟，谁肯为侣。
3806,节之坎,羣队虎狼，囓彼牛羊。道路不通，妨农害商。
3807,节之离,商伯沈酒，庶兄奔走。淫女荡夫，仁德并孤。
3808,节之咸,三狸搏鼠，遮遏前后。当此之时，不能脱走。
3809,节之恒,陶叔孔圉，不处乱国。初虽未萌，后受庆福。
3810,节之遯,奋翅鼓翼，翱翔外国。逍遥北域，不入温室。
3811,节之大壮,德音孔博，升在王室。八极蒙佑，受其福禄。
3812,节之晋,当变立权，摘解患难。涣然冰释，大国以安。
3813,节之明夷,羽动角，甘雨续。草木茂，年岁熟。
3814,节之家人,天所佑助，福来祸去，君王何忧。
3815,节之睽,方喙宣口，圣智仁厚。释解倒悬，唐国大安。
3816,节之蹇,葛藟蒙棘，华不得实。谗佞乱政，使恩壅塞。
3817,节之解,皇母多恩，字养孝孙。脱于襁褓，成就为君。
3818,节之损,积冰不温，北陆苦寒。露宿多风，君子伤心。
3819,节之益,伯夷叔齐，贞廉之师。以德防患，忧祸不存。
3820,节之夬,一雌三雄，子不知公。乱我族类，使吾心愦。
